filename,label_true,label_pred,speed,jerk,preprocess_ms,inference_ms
fast_1.mp4,1,1,0.011864707429189172,0.004850009272070283,1571.008900005836,0.3192999865859747
fast_10.mp4,1,1,0.011666080621325865,0.0077193416757776155,1532.3353999992833,0.38330000825226307
fast_100.mp4,1,1,0.010682727406727247,0.004784052676843808,1467.5300000235438,0.152299995534122
fast_11.mp4,1,1,0.013254040799393404,0.005400284815281599,1404.8516000038944,0.23879995569586754
fast_12.mp4,1,1,0.012847651109679191,0.006683681698693435,1460.7503000297584,0.15350000467151403
fast_13.mp4,1,1,0.013079600052111229,0.006260237781621717,1484.9119000136852,0.3223000094294548
fast_14.mp4,1,1,0.012786419505476817,0.006329432163909354,1446.0105000180192,0.3493999829515815
fast_15.mp4,1,1,0.014876419343227256,0.006918296184369094,1538.2871000329033,0.47470000572502613
fast_16.mp4,1,1,0.01424801548249544,0.007682499995639819,1490.4518999974243,0.5628999788314104
fast_17.mp4,1,1,0.013338024437244968,0.005975319206536869,1502.3997999960557,0.3499000449664891
fast_18.mp4,1,1,0.013445313714496736,0.006556308174655628,1446.8688999768347,0.4110999871045351
fast_19.mp4,1,1,0.014388390328536975,0.009773000692800687,1493.858799978625,0.24889997439458966
fast_2.mp4,1,1,0.011605094612266774,0.005561663724871414,1465.2161999838427,0.4156999639235437
fast_20.mp4,1,1,0.012410976177265129,0.005802420843821551,1509.8707000142895,0.5163999740034342
fast_21.mp4,1,1,0.01277184098574296,0.005359687515548149,1487.7783000119962,0.44600002001971006
fast_22.mp4,1,1,0.014286791289563061,0.00897423772585351,1577.8204000089318,0.3334999782964587
fast_23.mp4,1,1,0.012890738631898558,0.006905684800896528,1452.5102999759838,0.20629999926313758
fast_24.mp4,1,1,0.014733778926439562,0.009041231545325894,1475.7623000186868,0.3741999971680343
fast_25.mp4,1,1,0.015463141549824174,0.007943877709989368,1487.8043999779038,0.28550002025440335
fast_26.mp4,1,1,0.013582050395682266,0.006337469872672695,1432.973699993454,0.14979997649788857
fast_27.mp4,1,1,0.013459751859365989,0.006236136042901623,1405.4317999980412,0.3519000019878149
fast_28.mp4,1,1,0.01372388201475268,0.007767502559195469,1465.8824000507593,0.4409999819472432
fast_29.mp4,1,1,0.015852584788431472,0.006989206358091064,1581.8733000196517,0.3239000216126442
fast_3.mp4,1,1,0.011885590138906346,0.005152207141531037,1583.2990999915637,0.368500011973083
fast_30.mp4,1,1,0.01323282687275185,0.006902972479282175,1447.0747000304982,0.22960000205785036
fast_31.mp4,1,1,0.012435771369323518,0.006959580913031255,1436.8571999948472,0.4731999943032861
fast_32.mp4,1,1,0.014148120897481551,0.007276816063650009,1548.6503000138327,0.3790999762713909
fast_33.mp4,1,1,0.013772080505924352,0.007790810742794576,1426.3848999980837,0.347200024407357
fast_34.mp4,1,1,0.013588117514625672,0.005840934139672903,1459.4029000145383,0.20910002058371902
fast_35.mp4,1,1,0.014290384515915768,0.0074900560903229385,1488.357399997767,0.5685000214725733
fast_36.mp4,1,1,0.01141597491279085,0.005060293460283931,1370.2686000033282,0.24349999148398638
fast_37.mp4,1,1,0.012762570672522712,0.00452248895080864,1409.604099986609,0.3073000116273761
fast_38.mp4,1,1,0.012746091931674289,0.00774014676569925,1476.8489000271074,0.19270001212134957
fast_39.mp4,1,1,0.01120598696562975,0.0051454852052280125,1449.133799993433,0.21500000730156898
fast_4.mp4,1,1,0.012224171245434646,0.005845265554911267,1434.1176000307314,0.3940000315196812
fast_40.mp4,1,1,0.013587676623552005,0.006439726942828689,1493.05639998056,0.15520001761615276
fast_41.mp4,1,1,0.012461141927009096,0.005880259827664667,1376.5103000332601,0.5651999963447452
fast_42.mp4,1,1,0.012409253430463207,0.007164071706273093,1406.0651000472717,0.3782999701797962
fast_43.mp4,1,1,0.01534882163317737,0.00636805470629207,1492.6902999868616,0.35150005714967847
fast_44.mp4,1,1,0.013110501057800414,0.005133016799360972,1545.7584999967366,0.1537000061944127
fast_45.mp4,1,1,0.013548529757816109,0.006077736170559481,1449.133999994956,0.14140002895146608
